ｉ１,i1
ｓｏｅｎｇ３,soeng3
ｓｏｅｎｇ４,soeng4
ｓｏｅｎｇ５,soeng5
ｓｏｅｎｇ６,soeng6
ｓｏ１,so1
ｓｏ２,so2
ｓｏ３,so3
ｓｏ４,so4
ｓｏ５,so5
ｓｏ６,so6
ｓｏｔ１,sot1
ｓｏｔ２,sot2
ｓｏｔ３,sot3
ｓｏｔ４,sot4
ｓｏｔ５,sot5
ｓｏｔ６,sot6
ｓｏｋ１,sok1
ｓｏｋ２,sok2
ｓｏｋ３,sok3
ｓｏｋ４,sok4
ｓｏｋ５,sok5
ｓｏｋ６,sok6
ｓｏｎ１,son1
ｓｏｎ２,son2
ｓｏｎ３,son3
ｓｏｎ４,son4
ｓｏｎ５,son5
ｓｏｎ６,son6
ｓｏｎｇ１,song1
ｓｏｎｇ２,song2
ｓｏｎｇ３,song3
ｓｏｎｇ４,song4
ｓｏｎｇ５,song5
ｓｏｎｇ６,song6
ｓｏｉ１,soi1
ｓｏｉ２,soi2
ｓｏｉ３,soi3
ｓｏｉ４,soi4
ｓｏｉ５,soi5
ｓｏｉ６,soi6
ｓｏｕ１,sou1
ｓｏｕ２,sou2
ｓｏｕ３,sou3
ｓｏｕ４,sou4
ｓｏｕ５,sou5
ｓｏｕ６,sou6
ｓａ１,sa1
ｓａ２,sa2
ｓａ３,sa3
ｓａ４,sa4
ｓａ５,sa5
ｓａ６,sa6
ｓａｐ１,sap1
ｓａｐ２,sap2
ｓａｐ３,sap3
ｓａｐ４,sap4
ｓａｐ５,sap5
ｓａｐ６,sap6
ｓａｔ１,sat1
ｓａｔ２,sat2
ｓａｔ３,sat3
ｓａｔ４,sat4
ｓａｔ５,sat5
ｓａｔ６,sat6
ｓａｋ１,sak1
ｓａｋ２,sak2
ｓａｋ３,sak3
ｓａｋ４,sak4
ｓａｋ５,sak5
ｓａｋ６,sak6
ｓａｍ１,sam1
ｓａｍ２,sam2
ｓａｍ３,sam3
ｓａｍ４,sam4
ｓａｍ５,sam5
ｓａｍ６,sam6
ｓａｎ１,san1
ｓａｎ２,san2
ｓａｎ３,san3
ｓａｎ４,san4
ｓａｎ５,san5
ｓａｎ６,san6
ｓａｎｇ１,sang1
ｓａｎｇ２,sang2
ｓａｎｇ３,sang3
ｓａｎｇ４,sang4
ｓａｎｇ５,sang5
ｓａｎｇ６,sang6
ｓａｉ１,sai1
ｓａｉ２,sai2
ｓａｉ３,sai3
ｓａｉ４,sai4
ｓａｉ５,sai5
ｓａｉ６,sai6
ｓａｕ１,sau1
ｓａｕ２,sau2
ｓａｕ３,sau3
ｓａｕ４,sau4
ｓａｕ５,sau5
ｓａｕ６,sau6
ｓａａ１,saa1
ｓａａ２,saa2
ｓａａ３,saa3
ｓａａ４,saa4
ｓａａ５,saa5
ｓａａ６,saa6
ｓａａｐ１,saap1
ｓａａｐ２,saap2
ｓａａｐ３,saap3
ｓａａｐ４,saap4
ｓａａｐ５,saap5
ｓａａｐ６,saap6
ｓａａｔ１,saat1
ｓａａｔ２,saat2
ｓａａｔ３,saat3
ｓａａｔ４,saat4
ｓａａｔ５,saat5
ｓａａｔ６,saat6
ｓａａｋ１,saak1
ｓａａｋ２,saak2
ｓａａｋ３,saak3
ｓａａｋ４,saak4
ｓａａｋ５,saak5
ｓａａｋ６,saak6
ｓａａｍ１,saam1
ｓａａｍ２,saam2
ｓａａｍ３,saam3
ｓａａｍ４,saam4
ｓａａｍ５,saam5
ｓａａｍ６,saam6
ｓａａｎ１,saan1
ｓａａｎ２,saan2
ｓａａｎ３,saan3
ｓａａｎ４,saan4
ｓａａｎ５,saan5
ｓａａｎ６,saan6
ｓａａｎｇ１,saang1
ｓａａｎｇ２,saang2
ｓａａｎｇ３,saang3
ｓａａｎｇ４,saang4
ｓａａｎｇ５,saang5
ｓａａｎｇ６,saang6
ｓａａｉ１,saai1
ｓａａｉ２,saai2
ｓａａｉ３,saai3
ｓａａｉ４,saai4
ｓａａｉ５,saai5
ｓａａｉ６,saai6
ｓａａｕ１,saau1
ｓａａｕ２,saau2
ｓａａｕ３,saau3
ｓａａｕ４,saau4
ｓａａｕ５,saau5
ｓａａｕ６,saau6
ｊｉ１,ji1
ｊｉ２,ji2
ｊｉ３,ji3
ｊｉ４,ji4
ｊｉ５,ji5
ｊｉ６,ji6
ｊｉｐ１,jip1
ｊｉｐ２,jip2
ｊｉｐ３,jip3
ｊｉｐ４,jip4
ｊｉｐ５,jip5
ｊｉｐ６,jip6
ｊｉｔ１,jit1
ｊｉｔ２,jit2
ｊｉｔ３,jit3
ｊｉｔ４,jit4
ｊｉｔ５,jit5
ｊｉｔ６,jit6
ｊｉｋ１,jik1
ｊｉｋ２,jik2
ｊｉｋ３,jik3
ｊｉｋ４,jik4
ｊｉｋ５,jik5
ｊｉｋ６,jik6
ｊｉｍ１,jim1
ｊｉｍ２,jim2
ｊｉｍ３,jim3
ｊｉｍ４,jim4
ｊｉｍ５,jim5
ｊｉｍ６,jim6
ｊｉｎ１,jin1
ｊｉｎ２,jin2
ｊｉｎ３,jin3
ｊｉｎ４,jin4
ｊｉｎ５,jin5
ｊｉｎ６,jin6
ｊｉｎｇ１,jing1
ｊｉｎｇ２,jing2
ｊｉｎｇ３,jing3
ｊｉｎｇ４,jing4
ｊｉｎｇ５,jing5
ｊｉｎｇ６,jing6
ｊｉｕ１,jiu1
ｊｉｕ２,jiu2
ｊｉｕ３,jiu3
ｊｉｕ４,jiu4
ｊｉｕ５,jiu5
ｊｉｕ６,jiu6
ｊｙｕ１,jyu1
ｊｙｕ２,jyu2
ｊｙｕ３,jyu3
ｊｙｕ４,jyu4
ｊｙｕ５,jyu5
ｊｙｕ６,jyu6
ｊｙｕｔ１,jyut1
ｊｙｕｔ２,jyut2
ｊｙｕｔ３,jyut3
ｊｙｕｔ４,jyut4
ｊｙｕｔ５,jyut5
ｊｙｕｔ６,jyut6
ｊｙｕｎ１,jyun1
ｊｙｕｎ２,jyun2
ｊｙｕｎ３,jyun3
ｊｙｕｎ４,jyun4
ｊｙｕｎ５,jyun5
ｊｙｕｎ６,jyun6
ｊｕ１,ju1
ｊｕ２,ju2
ｊｕ３,ju3
ｊｕ４,ju4
ｊｕ５,ju5
ｊｕ６,ju6
ｊｕｐ１,jup1
ｊｕｐ２,jup2
ｊｕｐ３,jup3
ｊｕｐ４,jup4
ｊｕｐ５,jup5
ｊｕｐ６,jup6
ｊｕｔ１,jut1
ｊｕｔ２,jut2
ｊｕｔ３,jut3
ｊｕｔ４,jut4
ｊｕｔ５,jut5
ｊｕｔ６,jut6
ｊｕｋ１,juk1
ｊｕｋ２,juk2
ｊｕｋ３,juk3
ｊｕｋ４,juk4
ｊｕｋ５,juk5
ｊｕｋ６,juk6
ｊｕｍ１,jum1
ｊｕｍ２,jum2
ｊｕｍ３,jum3
ｊｕｍ４,jum4
ｊｕｍ５,jum5
ｊｕｍ６,jum6
ｊｕｎ１,jun1
ｊｕｎ２,jun2
ｊｕｎ３,jun3
ｊｕｎ４,jun4
ｊｕｎ５,jun5
ｊｕｎ６,jun6
ｊｕｎｇ１,jung1
ｊｕｎｇ２,jung2
ｊｕｎｇ３,jung3
ｊｕｎｇ４,jung4
ｊｕｎｇ５,jung5
ｊｕｎｇ６,jung6
ｊｕｉ１,jui1
ｊｕｉ２,jui2
ｊｕｉ３,jui3
ｊｕｉ４,jui4
ｊｕｉ５,jui5
ｊｕｉ６,jui6
ｊｅ１,je1
ｊｅ２,je2
ｊｅ３,je3
ｊｅ４,je4
ｊｅ５,je5
ｊｅ６,je6
ｊｅｐ１,jep1
ｊｅｐ２,jep2
ｊｅｐ３,jep3
ｊｅｐ４,jep4
ｊｅｐ５,jep5
ｊｅｐ６,jep6
ｊｅｔ１,jet1
ｊｅｔ２,jet2
ｊｅｔ３,jet3
ｊｅｔ４,jet4
ｊｅｔ５,jet5
ｊｅｔ６,jet6
ｊｅｋ１,jek1
ｊｅｋ２,jek2
ｊｅｋ３,jek3
ｊｅｋ４,jek4
ｊｅｋ５,jek5
ｊｅｋ６,jek6
ｊｅｍ１,jem1
ｊｅｍ２,jem2
ｊｅｍ３,jem3
ｊｅｍ４,jem4
ｊｅｍ５,jem5
ｊｅｍ６,jem6
ｊｅｎ１,jen1
ｊｅｎ２,jen2
ｊｅｎ３,jen3
ｊｅｎ４,jen4
ｊｅｎ５,jen5
ｊｅｎ６,jen6
ｊｅｎｇ１,jeng1
ｊｅｎｇ２,jeng2
ｊｅｎｇ３,jeng3
ｊｅｎｇ４,jeng4
ｊｅｎｇ５,jeng5
ｊｅｎｇ６,jeng6
ｊｅｉ１,jei1
ｊｅｉ２,jei2
ｊｅｉ３,jei3
ｊｅｉ４,jei4
ｊｅｉ５,jei5
ｊｅｉ６,jei6
ｊｅｕ１,jeu1
ｊｅｕ２,jeu2
ｊｅｕ３,jeu3
ｊｅｕ４,jeu4
ｊｅｕ５,jeu5
ｊｅｕ６,jeu6
ｊｅｏｔ１,jeot1
ｊｅｏｔ２,jeot2
ｊｅｏｔ３,jeot3
ｊｅｏｔ４,jeot4
ｊｅｏｔ５,jeot5
ｊｅｏｔ６,jeot6
ｊｅｏｎ１,jeon1
ｊｅｏｎ２,jeon2
ｊｅｏｎ３,jeon3
ｊｅｏｎ４,jeon4
ｊｅｏｎ５,jeon5
ｊｅｏｎ６,jeon6
ｊｅｏｉ１,jeoi1
ｊｅｏｉ２,jeoi2
ｊｅｏｉ３,jeoi3
ｊｅｏｉ４,jeoi4
ｊｅｏｉ５,jeoi5
ｊｅｏｉ６,jeoi6
ｊｏｅ１,joe1
ｊｏｅ２,joe2
ｊｏｅ３,joe3
ｊｏｅ４,joe4
ｊｏｅ５,joe5
ｊｏｅ６,joe6
ｊｏｅｔ１,joet1
ｊｏｅｔ２,joet2
ｊｏｅｔ３,joet3
ｊｏｅｔ４,joet4
ｊｏｅｔ５,joet5
ｊｏｅｔ６,joet6
ｊｏｅｋ１,joek1
ｊｏｅｋ２,joek2
ｊｏｅｋ３,joek3
ｊｏｅｋ４,joek4
ｊｏｅｋ５,joek5
ｊｏｅｋ６,joek6
ｊｏｅｎｇ１,joeng1
ｊｏｅｎｇ２,joeng2
ｊｏｅｎｇ３,joeng3
ｊｏｅｎｇ４,joeng4
ｊｏｅｎｇ５,joeng5
ｊｏｅｎｇ６,joeng6
ｊｏ１,jo1
ｊｏ２,jo2
ｊｏ３,jo3
ｊｏ４,jo4
ｊｏ５,jo5
ｊｏ６,jo6
ｊｏｔ１,jot1
ｊｏｔ２,jot2
ｊｏｔ３,jot3
ｊｏｔ４,jot4
ｊｏｔ５,jot5
ｊｏｔ６,jot6
ｊｏｋ１,jok1
ｊｏｋ２,jok2
ｊｏｋ３,jok3
ｊｏｋ４,jok4
ｊｏｋ５,jok5
ｊｏｋ６,jok6
ｊｏｎ１,jon1
ｊｏｎ２,jon2
ｊｏｎ３,jon3
ｊｏｎ４,jon4
ｊｏｎ５,jon5
ｊｏｎ６,jon6
ｊｏｎｇ１,jong1
ｊｏｎｇ２,jong2
ｊｏｎｇ３,jong3
ｊｏｎｇ４,jong4
ｊｏｎｇ５,jong5
ｊｏｎｇ６,jong6
ｊｏｉ１,joi1
ｊｏｉ２,joi2
ｊｏｉ３,joi3
ｊｏｉ４,joi4
ｊｏｉ５,joi5
ｊｏｉ６,joi6
ｊｏｕ１,jou1
ｊｏｕ２,jou2
ｊｏｕ３,jou3
ｊｏｕ４,jou4
ｊｏｕ５,jou5
ｊｏｕ６,jou6
ｊａ１,ja1
ｊａ２,ja2
ｊａ３,ja3
ｊａ４,ja4
ｊａ５,ja5
ｊａ６,ja6
ｊａｐ１,jap1
ｊａｐ２,jap2
ｊａｐ３,jap3
ｊａｐ４,jap4
ｊａｐ５,jap5
ｊａｐ６,jap6
ｊａｔ１,jat1
ｊａｔ２,jat2
ｊａｔ３,jat3
ｊａｔ４,jat4
ｊａｔ５,jat5
ｊａｔ６,jat6
ｊａｋ１,jak1
ｊａｋ２,jak2
ｊａｋ３,jak3
ｊａｋ４,jak4
ｊａｋ５,jak5
ｊａｋ６,jak6
ｊａｍ１,jam1
ｊａｍ２,jam2
ｊａｍ３,jam3
ｊａｍ４,jam4
ｊａｍ５,jam5
ｊａｍ６,jam6
ｊａｎ１,jan1
ｊａｎ２,jan2
ｊａｎ３,jan3
ｊａｎ４,jan4
ｊａｎ５,jan5
ｊａｎ６,jan6
ｊａｎｇ１,jang1
ｊａｎｇ２,jang2
ｊａｎｇ３,jang3
ｊａｎｇ４,jang4
ｊａｎｇ５,jang5
ｊａｎｇ６,jang6
ｊａｉ１,jai1
ｊａｉ２,jai2
ｊａｉ３,jai3
ｊａｉ４,jai4
ｊａｉ５,jai5
ｊａｉ６,jai6
ｊａｕ１,jau1
ｊａｕ２,jau2
ｊａｕ３,jau3
ｊａｕ４,jau4
ｊａｕ５,jau5
ｊａｕ６,jau6
ｊａａ１,jaa1
ｊａａ２,jaa2
ｊａａ３,jaa3
ｊａａ４,jaa4
ｊａａ５,jaa5
ｊａａ６,jaa6
ｊａａｐ１,jaap1
ｊａａｐ２,jaap2
ｊａａｐ３,jaap3
ｊａａｐ４,jaap4
ｊａａｐ５,jaap5
ｊａａｐ６,jaap6
ｊａａｔ１,jaat1
ｊａａｔ２,jaat2
ｊａａｔ３,jaat3
ｊａａｔ４,jaat4
ｊａａｔ５,jaat5
ｊａａｔ６,jaat6
ｊａａｋ１,jaak1
ｊａａｋ２,jaak2
ｊａａｋ３,jaak3
ｊａａｋ４,jaak4
ｊａａｋ５,jaak5
ｊａａｋ６,jaak6
ｊａａｍ１,jaam1
ｊａａｍ２,jaam2
ｊａａｍ３,jaam3
ｊａａｍ４,jaam4
ｊａａｍ５,jaam5
ｊａａｍ６,jaam6
ｊａａｎ１,jaan1
ｊａａｎ２,jaan2
ｊａａｎ３,jaan3
ｊａａｎ４,jaan4
ｊａａｎ５,jaan5
ｊａａｎ６,jaan6
ｊａａｎｇ１,jaang1
ｊａａｎｇ２,jaang2
ｊａａｎｇ３,jaang3
ｊａａｎｇ４,jaang4
ｊａａｎｇ５,jaang5
ｊａａｎｇ６,jaang6
ｊａａｉ１,jaai1
ｊａａｉ２,jaai2
ｊａａｉ３,jaai3
ｊａａｉ４,jaai4
ｊａａｉ５,jaai5
ｊａａｉ６,jaai6
ｊａａｕ１,jaau1
ｊａａｕ２,jaau2
ｊａａｕ３,jaau3
ｊａａｕ４,jaau4
ｊａａｕ５,jaau5
ｊａａｕ６,jaau6
