word,kept_reading,segmentation_suggested
轉到,zyun2 dou3,zyun3 dou3
轉危為安,zyun2 ngai4 wai4 on1,zyun3 ngai4 wai6 on1
轉去,zyun2 heoi3,zyun3 heoi3
轉吿,zyun2 gou3,zyun3 gou3
轉咗,zyun2 zo2,zyun3 zo2
轉性,zyun2 sing3,zyun3 sing3
轉悲為喜,zyun2 bei1 wai4 hei2,zyun3 bei1 wai6 hei2
轉敗為勝,zyun2 baai6 wai4 sing3,zyun3 baai6 wai6 sing3
轉會費,zyun3 wui2 fai3,zyun3 wui6 fai3
轉為,zyun2 wai4,zyun3 wai6
轉用,zyun2 jung6,zyun3 jung6
轉禍為福,zyun2 wo6 wai4 fuk1,zyun3 wo6 wai6 fuk1
轉返,zyun2 faan1,zyun3 faan2
辛苦揾嚟志在食,san1 fu2 wan2 lei4 zi3 zoi6 sik6,san1 fu2 wan3 lai4 zi3 zoi6 sik6
辛苦揾嚟自在食,san1 fu2 wan2 lei4 zi6 zoi6 sik6,san1 fu2 wan3 lai4 zi6 zoi6 sik6
農圃道官立小學,nung4 pou2 dou6 gun1 lap6 siu2 hok6,nung4 pou2 dou6 gun1 laap6 siu2 hok6
返上,faan1 soeng5,faan2 soeng6
返下工,faan1 haa5 gung1,faan2 haa6 gung1
返入,faan1 jap6,faan2 jap6
返到,faan1 dou3,faan2 dou3
返到屋企,faan1 dou3 uk1 kei5,faan2 dou3 uk1 kei2
返咗,faan1 zo2,faan2 zo2
返咗去,faan1 zo2 heoi3,faan2 zo2 heoi3
返咗嚟,faan1 zo2 lai4,faan2 zo2 lai4
返唔到,faan1 m4 dou2,faan2 m4 dou3
返唔返,faan1 m4 faan1,faan2 m4 faan2
返唔返工,faan1 m4 faan1 gung1,faan2 m4 faan1 gung1
返完工,faan1 jyun4 gung1,faan2 jyun4 gung1
返晒嚟,faan1 saai3 lai4,faan2 saai3 lai4
返緊學,faan1 gan2 hok6,faan2 gan2 hok6
返緊工,faan1 gan2 gung1,faan2 gan2 gung1
返自己,faan1 zi6 gei2,faan2 zi6 gei2
返過去,faan1 gwo3 heoi3,faan2 gwo3 heoi3
返過工,faan1 gwo3 gung1,faan2 gwo3 gung1
返香港,faan1 hoeng1 gong2,faan2 hoeng1 gong2
追到,zeoi1 dou2,zeoi1 dou3
追返,zeoi1 faan1,zeoi1 faan2
送上,sung3 soeng5,sung3 soeng6
逆水行舟不進則退,jik6 seoi2 hang4 zau1 bat1 zeon3 zak1 teoi3,jik6 seoi2 hong6 zau1 bat1 zeon3 zak1 teoi3
這一點,ze5 jat1 dim2,ze2 jat1 dim2
這不是,ze5 bat1 si6,ze2 bat1 si6
這串,ze5 cyun3,ze2 cyun3
這件,ze5 gin6,ze2 gin6
這份,ze5 fan6,ze2 fan6
這位,ze5 wai6,ze2 wai6
這具,ze5 geoi6,ze2 geoi6
這冊,ze5 caak3,ze2 caak3
這則,ze5 zak1,ze2 zak1
這副,ze5 fu3,ze2 fu3
這劑,ze5 zai1,ze2 zai1
這匹,ze5 pat1,ze2 pat1
這句,ze5 geoi3,ze2 geoi3
這台,ze5 toi4,ze2 toi4
這名,ze5 ming4,ze2 ming4
這團,ze5 tyun4,ze2 tyun4
這堆,ze5 deoi1,ze2 deoi1
這場,ze5 coeng4,ze2 coeng4
這塊,ze5 faai3,ze2 faai3
這天,ze5 tin1,ze2 tin1
這套,ze5 tou3,ze2 tou3
這宗,ze5 zung1,ze2 zung1
這家,ze5 gaa1,ze2 gaa1
這尊,ze5 zyun1,ze2 zyun1
這對,ze5 deoi3,ze2 deoi3
這尾,ze5 mei5,ze2 mei5
這層,ze5 cang4,ze2 cang4
這席,ze5 zik6,ze2 zik6
這幀,ze5 zing1,ze2 zing3
這幅,ze5 fuk1,ze2 fuk1
這幢,ze5 dung6,ze2 dung6
這年,ze5 nin4,ze2 nin4
這座,ze5 zo6,ze2 zo6
這張,ze5 zoeng1,ze2 zoeng1
這户,ze5 wu6,ze2 wu6
這所,ze5 so2,ze2 so2
這扇,ze5 sin3,ze2 sin3
這批,ze5 pai1,ze2 pai1
這把,ze5 baa2,ze2 baa2
這支,ze5 zi1,ze2 zi1
這方,ze5 fong1,ze2 fong1
這是,ze5 si6,ze2 si6
這時,ze5 si4,ze2 si4
這本,ze5 bun2,ze2 bun2
這朵,ze5 do2,ze2 do2
這朵,ze5 doe2,ze2 do2
這束,ze5 cuk1,ze2 cuk1
這杯,ze5 bui1,ze2 bui1
這枚,ze5 mui4,ze2 mui4
這枝,ze5 zi1,ze2 zi1
這株,ze5 zyu1,ze2 zyu1
這根,ze5 gan1,ze2 gan1
這桌,ze5 coek3,ze2 coek3
這條,ze5 tiu4,ze2 tiu4
這棟,ze5 dung6,ze2 dung6
這棵,ze5 fo2,ze2 po1
這次,ze5 ci3,ze2 ci3
這段,ze5 dyun6,ze2 dyun6
這滴,ze5 dik6,ze2 dik6
這灘,ze5 taan1,ze2 taan1
這片,ze5 pin3,ze2 pin3
這班,ze5 baan1,ze2 baan1
這瓶,ze5 ping4,ze2 ping4
這番,ze5 faan1,ze2 faan1
這疊,ze5 daap6,ze2 dip6
這疋,ze5 pat1,ze2 ngaa5
這發,ze5 faat3,ze2 faat3
這盞,ze5 zaan2,ze2 zaan2
這碗,ze5 wun2,ze2 wun2
這碟,ze5 dip6,ze2 dip6
這程,ze5 cing4,ze2 cing4
這種,ze5 zung2,ze2 zung3
這筆,ze5 bat1,ze2 bat1
這箱,ze5 soeng1,ze2 soeng1
這節,ze5 zit3,ze2 zit3
這篇,ze5 pin1,ze2 pin1
這籮,ze5 lo4,ze2 lo4
這粒,ze5 nap1,ze2 lap1
這級,ze5 kap1,ze2 kap1
這絲,ze5 si1,ze2 si1
這縷,ze5 lau5,ze2 lau5
這縷,ze5 leoi5,ze2 lau5
這缸,ze5 gong1,ze2 gong1
這罐,ze5 gun3,ze2 gun3
這羣,ze5 kwan4,ze2 kwan4
這聲,ze5 sing1,ze2 sing1
這股,ze5 gu2,ze2 gu2
這艘,ze5 sau2,ze2 sau2
這行,ze5 hong4,ze2 hong6
這記,ze5 gei3,ze2 gei3
這趟,ze5 tong3,ze2 tong3
這輛,ze5 loeng6,ze2 loeng6
這道,ze5 dou6,ze2 dou6
這部,ze5 bou6,ze2 bou6
這門,ze5 mun4,ze2 mun4
這間,ze5 gaan1,ze2 haan4
這隊,ze5 deoi6,ze2 deoi6
這隻,ze5 zek3,ze2 zek3
這雙,ze5 soeng1,ze2 soeng1
這面,ze5 min6,ze2 min6
這頂,ze5 deng2,ze2 ding2
這項,ze5 hong6,ze2 hong6
這頓,ze5 deon6,ze2 deon6
這顆,ze5 fo2,ze2 fo2
這題,ze5 tai4,ze2 tai4
這類,ze5 leoi6,ze2 leoi6
這首,ze5 sau2,ze2 sau2
這麼多,ze5 mo1 do1,ze2 mo1 do1
這點,ze5 dim2,ze2 dim2
這齣,ze5 ceot1,ze2 ceot1
通利琴行,tung1 lei2 kam4 hang4,tung1 lei6 kam4 hong6
通行税,tung1 hang4 seoi3,tung1 hong6 seoi3
通訊事務管理局,tung1 seon3 si6 mou6 gun2 lei5 guk2,tung1 seon3 si6 mou6 gun2 lei5 guk6
通訊事務管理局辦公室,tung1 seon3 si6 mou6 gun2 lei5 guk2 baan6 gung1 sat1,tung1 seon3 si6 mou6 gun2 lei5 guk6 baan6 gung1 sat1
進退為難,zeon3 teoi3 wai4 naan4,zeon3 teoi3 wai6 naan4
逼良為娼,bik1 loeng4 wai4 coeng1,bik1 loeng4 wai6 coeng1
遇唔遇到,jyu6 m4 jyu6 dou2,jyu6 m4 jyu6 dou3
運輸及物流局,wan6 syu1 kap6 mat6 lau4 guk2,wan6 syu1 kap6 mat6 lau4 guk6
過到,gwo3 dou2,gwo3 dou3
過唔過夜,gwo3 m4 gwo3 je2,gwo3 m4 gwo3 je6
達哥,daat6 go4,daat6 go1
達喀爾,daat6 haak3 ji5,daat6 kaa3 ji5
選管會,syun2 gun2 wui2,syun2 gun2 wui6
還會,waan4 wui5,waan4 wui6
邊下,bin1 haa5,bin1 haa6
邊啤,bin1 pe1,bin1 pei4
邊恕揾,bin1 syu3 wan2,bin1 syu3 wan3
邊打,bin1 daa1,bin1 daa2
邊朵,bin1 doe2,bin1 do2
邊疊,bin1 daap6,bin1 dip6
邊疋,bin1 pat1,bin1 ngaa5
邊種,bin1 zung2,bin1 zung3
邊粒,bin1 nap1,bin1 lap1
邊行,bin1 hong4,bin1 hong6
邊頂,bin1 deng2,bin1 ding2
那不勒斯,naa5 bat1 lak6 si1,naa5 bat1 laak6 si1
那幀,naa5 zing1,naa5 zing3
那打素,naa4 daa2 sou3,naa5 daa2 sou3
那朵,naa5 doe2,naa5 do2
那棵,naa5 fo2,naa5 po1
那疊,naa5 daap6,naa5 dip6
那疋,naa5 pat1,naa5 ngaa5
那種,naa5 zung2,naa5 zung3
那粒,naa5 nap1,naa5 lap1
那縷,naa5 leoi5,naa5 lau5
那行,naa5 hong4,naa5 hong6
那間,naa5 gaan1,naa5 haan4
那頂,naa5 deng2,naa5 ding2
郢書燕説,jing5 syu1 jin1 syut3,cing2 syu1 jin3 syut3
部電話,bou6 din6 waa6,bou6 din6 waa2
郭少芸,gwok3 siu3 wan4,gwok3 siu2 wan4
郭沫若,gwok3 mut3 joek6,gwok3 mut6 joek6
都係會,dou1 hai6 wui5,dou1 hai6 wui6
都唔使,dou1 m4 si2,dou1 m4 sai2
都唔會,dou1 m4 wui5,dou1 m4 wui6
都唔會有,dou1 m4 wui5 jau5,dou1 m4 wui6 jau5
都好正,dou1 hou2 zeng3,dou1 hou2 zing3
都會有,dou1 wui5 jau5,dou1 wui6 jau5
都知道,dou1 zi1 dou6,dou1 zi1 dou3
都聽,dou1 teng1,dou1 ting3
都驚,dou1 geng1,dou1 ging1
鄉事會坊,hoeng1 si6 wui2 fong1,hoeng1 si6 wui6 fong1
鄉事會街,hoeng1 si6 wui2 gaai1,hoeng1 si6 wui6 gaai1
鄧卓殷,dang6 coek3 jan1,dang6 coek3 jan2
鄧曉殷,dang6 hiu2 jan1,dang6 hiu2 jan2
鄧肇堅維多利亞官立中學,dang6 siu6 gin1 wai4 do1 lei6 aa3 gun1 lap6 zung1 hok6,dang6 siu6 gin1 wai4 do1 lei6 aa3 gun1 laap6 zung1 hok6
鄭少玲,zeng6 siu3 ling4,zeng6 siu2 ling4
鄭少秋,zeng6 siu3 cau1,zeng6 siu2 cau1
鄭衍峰,zeng6 jin2 fung1,zeng6 hin2 fung1
鄺錫坤,kwong3 sek6 kwan1,kwong3 sik3 kwan1
鄺錫坤伉儷中學,kwong3 sek3 kwan1 kong3 lai6 zung1 hok6,kwong3 sik3 kwan1 kong3 lai6 zung1 hok6
酒精上癮,zau2 zing1 soeng5 jan5,zau2 zing1 soeng6 jan5
酒精上癮者,zau2 zing1 soeng5 jan5 ze2,zau2 zing1 soeng6 jan5 ze2
醒咗,seng2 zo2,sing2 zo2
醫務衞生局,ji1 mou6 wai6 sang1 guk2,ji1 mou6 wai6 sang1 guk6
醫局街,ji1 guk2 gaai1,ji1 guk6 gaai1
醫局西街,ji1 guk2 sai1 gaai1,ji1 guk6 sai1 gaai1
醫衞局,ji1 wai6 guk2,ji1 wai6 guk6
釀青椒,joeng6 ceng1 ziu1,joeng6 cing1 ziu1
重啟,cung4 kai2,zung6 kai2
重士街,cung4 si6 gaai1,zung6 si6 gaai1
重慶市,cung4 hing3 si5,zung6 hing3 si5
重慶站購物商場,cung5 hing3 zaam6 gau3 mat6 soeng1 coeng4,zung6 hing3 zaam6 kau3 mat6 soeng1 coeng4
重提,cung5 tai4,zung6 tai4
重核,cung5 hat6,zung6 hat6
重温,cung4 wan1,zung6 wan1
重温舊業,cung4 wan1 gau6 jip6,zung6 wan1 gau6 jip6
重華路,cung4 waa4 lou6,zung6 waa4 lou6
重複啟動效應,cung4 fuk1 kai2 dung6 haau6 jing3,zung6 fuk1 kai2 dung6 haau6 jing1
重試,cung4 si3,zung6 si3
重起爐灶,cung4 hei2 lou4 zou3,zung6 hei2 lou4 zou3
重過,cung5 gwo3,zung6 gwo3
重開,cung4 hoi1,zung6 hoi1
重點係,cung5 dim2 hai6,zung6 dim2 hai6
量入為出,loeng6 jap6 wai4 ceot1,loeng6 jap6 wai6 ceot1
量力而為,loeng6 lik6 ji4 wai4,loeng6 lik6 ji4 wai6
金巴崙長老會,gam1 baa1 leon4 coeng4 lou5 wui2,gam1 baa1 leon4 zoeng6 lou5 wui6
金朝陽,gam1 ciu4 joeng4,gam1 ziu1 joeng4
金錢第一巷,gam1 cin4 dai6 jat1 hong2,gam1 cin4 dai6 jat1 hong6
金錢第七巷,gam1 cin4 dai6 cat1 hong2,gam1 cin4 dai6 cat1 hong6
金錢第三巷,gam1 cin4 dai6 saam1 hong2,gam1 cin4 dai6 saam1 hong6
金錢第九巷,gam1 cin4 dai6 gau2 hong2,gam1 cin4 dai6 gau2 hong6
金錢第二巷,gam1 cin4 dai6 ji6 hong2,gam1 cin4 dai6 ji6 hong6
金錢第五巷,gam1 cin4 dai6 ng5 hong2,gam1 cin4 dai6 ng5 hong6
金錢第八巷,gam1 cin4 dai6 baat3 hong2,gam1 cin4 dai6 baat3 hong6
金錢第六巷,gam1 cin4 dai6 luk6 hong2,gam1 cin4 dai6 luk6 hong6
金錢第十巷,gam1 cin4 dai6 sap6 hong2,gam1 cin4 dai6 sap6 hong6
金錢第四巷,gam1 cin4 dai6 sei3 hong2,gam1 cin4 dai6 sei3 hong6
釘疊釘,deng1 daap6 deng1,ding1 dip6 ding1
釣魚台,diu3 jyu4 toi4,diu3 jyu2 toi4
釣魚灣泳灘,diu3 jyu4 waan1 wing6 taan1,diu3 jyu2 waan1 wing6 taan1
釣魚翁,diu3 jyu4 jung1,diu3 jyu2 jung1
鉛礦凹街,jyun4 kong3 aau3 gaai1,jyun4 kwong3 nap1 gaai1
銀咖哩,ngan4 gaa3 li1,ngan4 kaa1 li1
銀樣蠟槍頭,ngan4 joeng2 laap6 coeng1 tau4,ngan4 joeng6 laap6 coeng1 tau4
銀樣鑞槍頭,ngan4 joeng2 laap6 coeng1 tau4,ngan4 joeng6 laap6 coeng1 tau4
銘賢書院,ming4 jin4 syu1 jyun2,ming5 jin4 syu1 jyun2
銘賢路,ming4 jin4 lou6,ming5 jin4 lou6
鋪户,pou3 wu6,pou1 wu6
鋭不可當,jeoi6 bat1 ho2 dong1,jeoi6 bat1 ho2 dong3
錢嘉樂,cin4 gaa1 lok6,cin2 gaa1 lok6
錢大媽,cin4 daai6 maa1,cin2 daai6 maa1
錦田公立蒙養學校,gam2 tin4 gung1 lap6 mung4 joeng5 hok6 haau6,gam2 tin4 gung1 laap6 mung4 joeng5 hok6 haau6
錫降圍,sek3 gong3 wai4,sik3 gong3 wai4
錫降圍路,sek3 gong3 wai4 lou6,sik3 gong3 wai4 lou6
錫降村,sek3 gong3 cyun1,sik3 gong3 cyun1
鎖匙門,so2 ci4 mun4,so2 si4 mun4
鎖匙頭,so2 ci4 tau4,so2 si4 tau4
鏈冚,lin2 kam2,lin2 ham6
鐵行里,tit3 hong2 lei5,tit3 hong6 lei5
長亨商場,coeng4 hang1 soeng1 coeng4,zoeng6 hang1 soeng1 coeng4
長亨邨,coeng4 hang1 cyun1,zoeng6 hang1 cyun1
長亭,coeng4 ting4,zoeng6 ting4
長仁巷,coeng4 jan4 hong2,zoeng6 jan4 hong6
長他人志氣滅自己威風,zoeng2 taa1 jan4 zi3 hei3 mit6 zi6 gei2 wai1 fung1,zoeng6 taa1 jan4 zi3 hei3 mit6 zi6 gei2 wai1 fung1
長俊路,coeng4 zeon3 lou6,zoeng6 zeon3 lou6
長健路,coeng4 gin6 lou6,zoeng6 gin6 lou6
長北路,coeng4 bak1 lou6,zoeng6 bak1 lou6
長吁短歎,coeng4 heoi1 dyun2 taan3,zoeng6 jyu1 dyun2 taan3
長咀,coeng4 zeoi2,zoeng6 zeoi2
長唔長,coeng4 m4 coeng4,zoeng6 m4 zoeng6
長唔長久,coeng4 m4 coeng4 gau2,zoeng6 m4 zoeng6 gau2
長坑村,coeng4 haang1 cyun1,zoeng6 haang1 cyun1
長坑路,coeng4 haang1 lou6,zoeng6 haang1 lou6
長城街,coeng4 sing4 gaai1,zoeng6 sing4 gaai1
長天,coeng4 tin1,zoeng6 tin1
長好街,coeng4 hou2 gaai1,zoeng6 hou2 gaai1
長安邨,coeng4 on1 cyun1,zoeng6 on1 cyun1
長安里,coeng4 on1 lei5,zoeng6 on1 lei5
長宏邨,coeng4 wang4 cyun1,zoeng6 wang4 cyun1
長富街,coeng4 fu3 gaai1,zoeng6 fu3 gaai1
長實,coeng4 sat6,zoeng6 sat6
長寧街,coeng4 ning4 gaai1,zoeng6 ning4 gaai1
長山,coeng4 saan1,zoeng6 saan1
長山隧道,coeng4 saan1 seoi6 dou6,zoeng6 saan1 seoi6 dou6
長岩,coeng4 ngaam4,zoeng6 ngaam4
長岩灣,coeng4 ngaam4 waan1,zoeng6 ngaam4 waan1
長岩頂,coeng4 ngaam4 deng2,zoeng6 ngaam4 ding2
長庚,coeng4 gang1,zoeng6 gang1
長庚里,coeng4 gang1 lei5,zoeng6 gang1 lei5
長康商場,coeng4 hong1 soeng1 coeng4,zoeng6 hong1 soeng1 coeng4
長康街,coeng4 hong1 gaai1,zoeng6 hong1 gaai1
長康邨,coeng4 hong1 cyun1,zoeng6 hong1 cyun1
長排頭,coeng4 paai4 tau4,zoeng6 paai4 tau4
長旺道,coeng4 wong6 dou6,zoeng6 wong6 dou6
長春市,coeng4 ceon1 si5,zoeng6 ceon1 si5
長春新村,coeng4 ceon1 san1 cyun1,zoeng6 ceon1 san1 cyun1
長時間,coeng4 si4 gaan1,zoeng6 si4 gaan3
長智巷,coeng4 zi3 hong2,zoeng6 zi3 hong6
長樂,coeng4 lok6,zoeng6 lok6
長樂街,coeng4 lok6 gaai1,zoeng6 lok6 gaai1
長沙上村,coeng4 saa1 soeng6 cyun1,zoeng6 saa1 soeng6 cyun1
長沙下村,coeng4 saa1 haa6 cyun1,zoeng6 saa1 haa6 cyun1
長沙市,coeng4 saa1 si5,zoeng6 saa1 si5
長沙欄,coeng4 saa1 laan4,zoeng6 saa1 laan4
長沙灣天主教小學,coeng4 saa1 waan1 tin1 zyu2 gaau3 siu2 hok6,zoeng6 saa1 waan1 tin1 zyu2 gaau3 siu2 hok6
長沙灣天主教英文中學,coeng4 saa1 waan1 tin1 zyu2 gaau3 jing1 man4 zung1 hok6,zoeng6 saa1 waan1 tin1 zyu2 gaau3 jing1 man4 zung1 hok6
長沙灣徑,coeng4 saa1 waan1 ging3,zoeng6 saa1 waan1 ging3
長沙灣道,coeng4 saa1 waan1 dou6,zoeng6 saa1 waan1 dou6
長沙灣邨,coeng4 saa1 waan1 cyun1,zoeng6 saa1 waan1 cyun1
長沙街,coeng4 saa1 gaai1,zoeng6 saa1 gaai1
長治,coeng4 zi6,zoeng6 zi6
長洲信義村,coeng4 zau1 seon3 ji6 cyun1,zoeng6 zau1 seon3 ji6 cyun1
長洲堂錦江小學,coeng4 zau1 tong4 gam2 gong1 siu2 hok6,zoeng6 zau1 tong4 gam2 gong1 siu2 hok6
長洲官立中學,coeng4 zau1 gun1 lap6 zung1 hok6,zoeng6 zau1 gun1 laap6 zung1 hok6
長洲山頂道,coeng4 zau1 saan1 deng2 dou6,zoeng6 zau1 saan1 ding2 dou6
長洲教堂路,coeng4 zau1 gaau3 tong4 lou6,zoeng6 zau1 gaau3 tong4 lou6
長洲東堤路,coeng4 zau1 dung1 tai4 lou6,zoeng6 zau1 dung1 tai4 lou6
長洲東灣泳灘,coeng4 zau1 dung1 waan1 wing6 taan1,zoeng6 zau1 dung1 waan1 wing6 taan1
長洲灣,coeng4 zau1 waan1,zoeng6 zau1 waan1
長洲聖心學校,coeng4 zau1 sing3 sam1 hok6 haau6,zoeng6 zau1 sing3 sam1 hok6 haau6
長洲西堤道,coeng4 zau1 sai1 tai4 dou6,zoeng6 zau1 sai1 tai4 dou6
長洲電廠徑,coeng4 zau1 din6 cong2 ging3,zoeng6 zau1 din6 cong2 ging3
長源路,coeng4 jyun4 lou6,zoeng6 jyun4 lou6
長瀝,coeng4 lik6,zoeng6 lik1
長瀝尾,coeng4 lik6 mei5,zoeng6 lik1 mei5
長瀝尾街,coeng4 lik6 mei5 gaai1,zoeng6 lik1 mei5 gaai1
長灣,coeng4 waan1,zoeng6 waan1
長牌墩,coeng4 paai4 deon1,zoeng6 paai4 deon1
長環街,coeng4 waan4 gaai1,zoeng6 waan4 gaai1
長甫頭,coeng4 fu2 tau4,zoeng6 pou3 tau4
長發商場,coeng4 faat3 soeng1 coeng4,zoeng6 faat3 soeng1 coeng4
長發街,coeng4 faat3 gaai1,zoeng6 faat3 gaai1
長發邨,coeng4 faat3 cyun1,zoeng6 faat3 cyun1
長盛街,coeng4 sing6 gaai1,zoeng6 sing6 gaai1
長石咀,coeng4 sek6 zeoi2,zoeng6 sek6 zeoi2
長碩路,coeng4 sek6 lou6,zoeng6 sek6 lou6
長窩,coeng4 wo1,zoeng6 wo1
長索,coeng4 sok3,zoeng6 sok3
長索咀,coeng4 sok3 zeoi2,zoeng6 sok3 zeoi2
長義街,coeng4 ji6 gaai1,zoeng6 ji6 gaai1
長茂街,coeng4 mau6 gaai1,zoeng6 mau6 gaai1
長荔街,coeng4 lai6 gaai1,zoeng6 lai6 gaai1
長葛,coeng4 got3,zoeng6 got3
長裕街,coeng4 jyu6 gaai1,zoeng6 jyu6 gaai1
長話短説,coeng4 waa6 dyun2 syut3,zoeng6 waa6 dyun2 syut3
長貴路,coeng4 gwai3 lou6,zoeng6 gwai3 lou6
長貴邨,coeng4 gwai3 cyun1,zoeng6 gwai3 cyun1
長輝路,coeng4 fai1 lou6,zoeng6 fai1 lou6
長連山,coeng4 lin4 saan1,zoeng6 lin4 saan1
長過,coeng4 gwo3,zoeng6 gwo3
長達路,coeng4 daat6 lou6,zoeng6 daat6 lou6
長野,coeng4 je5,zoeng6 je5
長隆街,coeng4 lung4 gaai1,zoeng6 lung4 gaai1
長青邨,coeng4 cing1 cyun1,zoeng6 cing1 cyun1
長順街,coeng4 seon6 gaai1,zoeng6 seon6 gaai1
長髮,coeng4 faat3,zoeng6 faat3
門當户對,mun4 dong1 wu6 deoi3,mun4 dong3 wu6 deoi3
開下盤,hoi1 haa5 pun2,hoi1 haa6 pun4
開到,hoi1 dou2,hoi1 dou3
開天殺價落地還錢,hoi1 tin1 saat3 gaa3 lok6 dei6 waan4 cin4,hoi1 tin1 saat3 gaa3 lok6 dei6 waan4 cin2
開天索價落地還錢,hoi1 tin1 saak3 gaa3 lok6 dei6 waan4 cin4,hoi1 tin1 sok3 gaa3 lok6 dei6 waan4 cin2
開完會,hoi1 jyun4 wui2,hoi1 jyun4 wui6
開緊會,hoi1 gan2 wui2,hoi1 gan2 wui6
開返,hoi1 faan1,hoi1 faan2
間公司,gaan1 gung1 si1,haan4 gung1 si1
間唔時,gaan3 m4 si2,haan4 m4 si4
間屋,gaan1 uk1,haan4 uk1
閲書架,jyut6 syu1 gaa2,jyut6 syu1 gaa3
關税與貿易總協定,gwaan1 seoi3 jyu5 mau6 jik6 zung2 hip3 ding6,gwaan1 seoi3 jyu5 mau6 ji6 zung2 hip3 ding6
防毒軟件,fong4 duk6 jyun5 gin2,fong4 duk6 jyun5 gin6
阿什哈巴德,aa3 sap6 haa1 baa1 dak1,o1 zaap6 haa1 baa1 dak1
阿公岩,aa3 gung1 ngaam4,o1 gung1 ngaam4
阿公岩村道,aa3 gung1 ngaam4 cyun1 dou6,o1 gung1 ngaam4 cyun1 dou6
阿公岩村里,aa3 gung1 ngaam4 cyun1 lei5,o1 gung1 ngaam4 cyun1 lei5
阿公岩道,aa3 gung1 ngaam4 dou6,o1 gung1 ngaam4 dou6
阿公灣,aa3 gung1 waan1,o1 gung1 waan1
阿姆赫德,aa3 mou5 hak1 dak1,o1 mou5 hak1 dak1
阿富汗人,aa3 fu3 hon6 jan4,o1 fu3 hon6 jan4
阿尤恩,aa3 jau4 jan1,o1 jau4 jan1
阿崩咬狗虱,aa3 bang1 ngaau5 gau2 sat1,o1 bang1 ngaau5 gau2 sat1
阿崩咬狗蝨,aa3 bang1 ngaau5 gau2 sat1,o1 bang1 ngaau5 gau2 sat1
阿崩買火石,aa3 bang1 maai5 fo2 sek6,o1 bang1 maai5 fo2 sek6
阿布扎比,aa3 bou3 zaat3 bei2,o1 bou3 zaat3 bei2
阿布賈,aa3 bou3 gaa2,o1 bou3 gaa2
阿庇亞,aa3 bei3 aa3,o1 bei3 aa3
阿德雷德,aa3 dak1 leoi4 dak1,o1 dak1 leoi4 dak1
阿拉伯撒哈拉民主共和國,aa3 laai1 baak3 saat3 haa1 laai1 man4 zyu2 gung6 wo4 gwok3,o1 laai1 baak3 saat3 haa1 laai1 man4 zyu2 gung6 wo4 gwok3
阿拉伯聯合酋長國人,aa3 laai1 baak3 lyun4 hap6 jau4 coeng4 gwok3 jan4,aa3 laai1 baak3 lyun4 hap6 jau4 zoeng6 gwok3 jan4
阿拉木圖,aa3 laai1 muk6 tou4,o1 laai1 muk6 tou4
阿斯塔納,aa3 si1 taap3 naap6,o1 si1 taap3 naap6
阿斯瑪拉,aa3 si1 maa5 laai1,o1 si1 maa5 laai1
阿曼人,aa3 maan6 jan4,o1 maan6 jan4
阿根廷人,aa3 gan1 ting4 jan4,o1 gan1 ting4 jan4
阿比讓,aa3 bei2 joeng6,o1 bei2 joeng6
阿洛菲,aa3 lok3 fei2,o1 lok6 fei1
阿爾及爾,aa3 ji5 kap6 ji5,o1 ji5 kap6 ji5
阿爾察赫,aa3 ji5 caat3 haak1,o1 ji5 caat3 hak1
阿爾巴尼斯,aa3 ji5 baa1 nei4 si1,o1 ji5 baa1 nei4 si1
阿爾維,aa3 ji5 wai4,o1 ji5 wai4
阿特蘭大,aa3 dak6 laan4 daai6,o1 dak6 laan4 daai6
阿瓜斯卡連特斯,aa3 gwaa1 si1 kaa1 lin4 dak6 si1,o1 gwaa1 si1 kaa1 lin4 dak6 si1
阿瓦魯阿,aa3 ngaa5 lou5 aa3,o1 ngaa5 lou5 o1
阿童木,aa3 tung4 muk6,o1 tung4 muk6
阿赫邁底亞,aa3 haak1 maai6 dai2 aa3,o1 hak1 maai6 dai2 aa3
阿雷格里港,aa3 leoi4 gaak3 lei5 gong2,o1 leoi4 gaak3 lei5 gong2
阿駝瞓棺材,aa3 to4 fan3 gun1 coi4,o1 to4 fan3 gun1 coi4
阿駝賣蝦米,aa3 to2 maai6 haa1 mai5,o1 to4 maai6 haa1 mai5
限購,haan6 gau3,haan6 kau3
陳呂重德,can4 leoi5 cung4 dak1,can4 leoi5 zung6 dak1
陳少邦,can4 siu3 bong1,can4 siu2 bong1
陳建仁,can4 gin3 jan4,can4 gin6 jan4
陳楷,can4 gaai1,can4 kaai2
陳至立,can4 zi3 lap6,can4 zi3 laap6
陳錫聯,can4 sek3 lyun4,can4 sik3 lyun4
隔田村公廟,gaak3 tin4 cyun1 gung1 miu6,gaak3 tin4 cyun1 gung1 miu2
隨便説説,ceoi4 bin2 syut3 syut3,ceoi4 bin6 syut3 syut3
隨隨便便,ceoi4 ceoi4 bin2 bin2,ceoi4 ceoi4 bin6 bin6
雅芳婷床褥,ngaa5 fong1 ting4 cong4 juk2,ngaa5 fong1 ting4 cong4 juk6
雅蘭床褥,ngaa5 laan4 cong4 juk2,ngaa5 laan4 cong4 juk6
雙春兼閏月,soeng1 ceon1 gim1 jeon6 jyut2,soeng1 ceon1 gim1 jeon6 jyut6
雙鏈核酸,soeng1 lin4 hat6 syun1,soeng1 lin2 hat6 syun1
雙魚,soeng1 jyu4,soeng1 jyu2
